Model,Scenario,Region,Variable,Unit,2015.0
MESSAGEix,none,PrinceEdwardIsland,foil_t_d,Gwa,0.0018093436398123612
MESSAGEix,none,PrinceEdwardIsland,foil_trp,Gwa,0.000317097922374429
MESSAGEix,none,PrinceEdwardIsland,gas_cc,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_ct,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_exp,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_extr_1,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_extr_2,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_extr_mpen,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_fs,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_i,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_imp,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_ppl,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_rc,Gwa,0.008895042052210403
MESSAGEix,none,PrinceEdwardIsland,gas_t_d,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,gas_trp,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,heat_i,Gwa,0.0023867028661848787
MESSAGEix,none,PrinceEdwardIsland,heat_rc,Gwa,0.00012379905141308097
MESSAGEix,none,PrinceEdwardIsland,heat_t_d,Gwa,0.0025105019175979595
MESSAGEix,none,PrinceEdwardIsland,hydro_lc,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,land_use_biomass,Gwa,0.03420912377526155
MESSAGEix,none,PrinceEdwardIsland,landfill_ele,Gwa,9.01709436975085e-05
MESSAGEix,none,PrinceEdwardIsland,loil_exp,Gwa,0.01632567429992927
MESSAGEix,none,PrinceEdwardIsland,loil_fs,Gwa,0.003764459517078866
MESSAGEix,none,PrinceEdwardIsland,loil_i,Gwa,0.000989072614696729
MESSAGEix,none,PrinceEdwardIsland,loil_imp,Gwa,0.0028848631776809516
MESSAGEix,none,PrinceEdwardIsland,loil_ppl,Gwa,2.50845890411942e-05
MESSAGEix,none,PrinceEdwardIsland,loil_rc,Gwa,0.0024097401022430574
MESSAGEix,none,PrinceEdwardIsland,loil_t_d,Gwa,0.022566658612710233
MESSAGEix,none,PrinceEdwardIsland,loil_trp,Gwa,0.349124812534247
MESSAGEix,none,PrinceEdwardIsland,nuc_lc,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,oil_exp,Gwa,0.040758443181336555
MESSAGEix,none,PrinceEdwardIsland,oil_extr_1,Gwa,0.004260686345703717
MESSAGEix,none,PrinceEdwardIsland,oil_extr_2,Gwa,0.028136607943326418
MESSAGEix,none,PrinceEdwardIsland,oil_extr_3,Gwa,0.008495522269449466
MESSAGEix,none,PrinceEdwardIsland,oil_extr_4,Gwa,0.028480387957390666
MESSAGEix,none,PrinceEdwardIsland,oil_extr_mpen,Gwa,0.0693732045158704
MESSAGEix,none,PrinceEdwardIsland,oil_imp,Gwa,0.013635751013856823
MESSAGEix,none,PrinceEdwardIsland,ref_hil,Gwa,0.03810630032534181
MESSAGEix,none,PrinceEdwardIsland,ref_lol,Gwa,0.2416825318069571
MESSAGEix,none,PrinceEdwardIsland,solar_pv_ppl,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,solar_rc,Gwa,0.00016605738146273843
MESSAGEix,none,PrinceEdwardIsland,sp_el_I,Gwa,0.080542872283105
MESSAGEix,none,PrinceEdwardIsland,sp_el_RC,Gwa,0.107179097762557
MESSAGEix,none,PrinceEdwardIsland,wind_ppl,Gwa,0.067009132420091
MESSAGEix,none,Quebec,bio_ppl,Gwa,0.234349086757991
MESSAGEix,none,Quebec,biomass_i,Gwa,0.8378588950910965
MESSAGEix,none,Quebec,biomass_nc,Gwa,0.6538029782402713
MESSAGEix,none,Quebec,biomass_rc,Gwa,2.48434608461987
MESSAGEix,none,Quebec,biomass_t_d,Gwa,1.8862142756359697
MESSAGEix,none,Quebec,coal_exp,Gwa,0.0
MESSAGEix,none,Quebec,coal_extr,Gwa,0.0
MESSAGEix,none,Quebec,coal_extr_mpen,Gwa,0.0
MESSAGEix,none,Quebec,coal_fs,Gwa,0.0
MESSAGEix,none,Quebec,coal_i,Gwa,0.0
MESSAGEix,none,Quebec,coal_imp,Gwa,0.0
MESSAGEix,none,Quebec,coal_ppl,Gwa,0.0
MESSAGEix,none,Quebec,coal_rc,Gwa,0.17428448297715923
MESSAGEix,none,Quebec,coal_t_d,Gwa,0.0
MESSAGEix,none,Quebec,elec_exp,Gwa,2.65559360730594
MESSAGEix,none,Quebec,elec_i,Gwa,0.37446254960662856
MESSAGEix,none,Quebec,elec_imp,Gwa,0.0308219178082192
MESSAGEix,none,Quebec,elec_t_d,Gwa,22.62469110673951
MESSAGEix,none,Quebec,elec_trp,Gwa,0.056126332260274
MESSAGEix,none,Quebec,eth_bio,Gwa,0.2796361983491533
MESSAGEix,none,Quebec,eth_exp,Gwa,0.04664409433467911
MESSAGEix,none,Quebec,eth_ic_trp,Gwa,0.44866632722741523
MESSAGEix,none,Quebec,eth_imp,Gwa,0.2156551925746975
MESSAGEix,none,Quebec,foil_exp,Gwa,0.8739661383743521
MESSAGEix,none,Quebec,foil_fs,Gwa,0.5965558625213582
MESSAGEix,none,Quebec,foil_i,Gwa,0.1384806855788421
MESSAGEix,none,Quebec,foil_imp,Gwa,0.4927690969657417
MESSAGEix,none,Quebec,foil_ppl,Gwa,0.0461652590833336
MESSAGEix,none,Quebec,foil_rc,Gwa,0.5989048596851472
MESSAGEix,none,Quebec,foil_t_d,Gwa,0.9377828085110765
MESSAGEix,none,Quebec,foil_trp,Gwa,0.276794776440639
MESSAGEix,none,Quebec,gas_cc,Gwa,0.2
MESSAGEix,none,Quebec,gas_ct,Gwa,0.36
MESSAGEix,none,Quebec,gas_exp,Gwa,0.1104293951554206
MESSAGEix,none,Quebec,gas_extr_1,Gwa,0.11276675331864582
MESSAGEix,none,Quebec,gas_extr_2,Gwa,0.19796155227835327
MESSAGEix,none,Quebec,gas_extr_mpen,Gwa,0.31072830559699804
MESSAGEix,none,Quebec,gas_fs,Gwa,0.0072391644519761164
MESSAGEix,none,Quebec,gas_i,Gwa,0.02542416012408231
MESSAGEix,none,Quebec,gas_imp,Gwa,0.03696788459689795
MESSAGEix,none,Quebec,gas_ppl,Gwa,0.011415525114155
MESSAGEix,none,Quebec,gas_rc,Gwa,2.560397495373539
MESSAGEix,none,Quebec,gas_t_d,Gwa,0.09712172473429495
MESSAGEix,none,Quebec,gas_trp,Gwa,0.0453450028995434
MESSAGEix,none,Quebec,heat_i,Gwa,0.1526257187124139
MESSAGEix,none,Quebec,heat_rc,Gwa,0.00791674550927234
MESSAGEix,none,Quebec,heat_t_d,Gwa,0.16054246422168622
MESSAGEix,none,Quebec,hydro_lc,Gwa,22.2077625570776
MESSAGEix,none,Quebec,land_use_biomass,Gwa,2.1876171419139596
MESSAGEix,none,Quebec,landfill_ele,Gwa,0.005766283387763267
MESSAGEix,none,Quebec,loil_exp,Gwa,8.461596989620242
MESSAGEix,none,Quebec,loil_fs,Gwa,1.9511193676943446
MESSAGEix,none,Quebec,loil_i,Gwa,0.5126363361953095
MESSAGEix,none,Quebec,loil_imp,Gwa,1.4952245849861885
MESSAGEix,none,Quebec,loil_ppl,Gwa,0.0130013425000001
MESSAGEix,none,Quebec,loil_rc,Gwa,1.2489682949876915
MESSAGEix,none,Quebec,loil_t_d,Gwa,11.696299158921965
MESSAGEix,none,Quebec,loil_trp,Gwa,13.3060630186758
MESSAGEix,none,Quebec,nuc_lc,Gwa,0.0
MESSAGEix,none,Quebec,oil_exp,Gwa,21.125101100804052
MESSAGEix,none,Quebec,oil_extr_1,Gwa,2.208313732969593
MESSAGEix,none,Quebec,oil_extr_2,Gwa,14.583203896969005
MESSAGEix,none,Quebec,oil_extr_3,Gwa,4.403229192238424
MESSAGEix,none,Quebec,oil_extr_4,Gwa,14.761385078257806
MESSAGEix,none,Quebec,oil_extr_mpen,Gwa,35.95613190043489
MESSAGEix,none,Quebec,oil_imp,Gwa,7.067409750454329
MESSAGEix,none,Quebec,ref_hil,Gwa,2.4368351657964054
MESSAGEix,none,Quebec,ref_lol,Gwa,15.45519999154152
MESSAGEix,none,Quebec,solar_pv_ppl,Gwa,0.0
MESSAGEix,none,Quebec,solar_rc,Gwa,0.010619096139841265
MESSAGEix,none,Quebec,sp_el_I,Gwa,9.54718424684931
MESSAGEix,none,Quebec,sp_el_RC,Gwa,10.3659310824201
MESSAGEix,none,Quebec,wind_ppl,Gwa,1.0203196347032
MESSAGEix,none,Saskatchewan,bio_ppl,Gwa,0.0
MESSAGEix,none,Saskatchewan,biomass_i,Gwa,0.0
MESSAGEix,none,Saskatchewan,biomass_nc,Gwa,0.0
MESSAGEix,none,Saskatchewan,biomass_rc,Gwa,0.047532131721043425
MESSAGEix,none,Saskatchewan,biomass_t_d,Gwa,0.0
MESSAGEix,none,Saskatchewan,coal_exp,Gwa,4.997170547705474
MESSAGEix,none,Saskatchewan,coal_extr,Gwa,8.945154907847552
MESSAGEix,none,Saskatchewan,coal_extr_mpen,Gwa,8.945154907847552
MESSAGEix,none,Saskatchewan,coal_fs,Gwa,0.015622497471824509
MESSAGEix,none,Saskatchewan,coal_i,Gwa,0.2822240500878219
MESSAGEix,none,Saskatchewan,coal_imp,Gwa,1.401258637964427
MESSAGEix,none,Saskatchewan,coal_ppl,Gwa,1.46929223744292
MESSAGEix,none,Saskatchewan,coal_rc,Gwa,0.03168808781402895
MESSAGEix,none,Saskatchewan,coal_t_d,Gwa,0.4079988181557122
MESSAGEix,none,Saskatchewan,elec_exp,Gwa,0.00205479452054794
MESSAGEix,none,Saskatchewan,elec_i,Gwa,0.000289744482350483
MESSAGEix,none,Saskatchewan,elec_imp,Gwa,0.00148401826484018
MESSAGEix,none,Saskatchewan,elec_t_d,Gwa,0.017506101531243157
MESSAGEix,none,Saskatchewan,elec_trp,Gwa,0.0
MESSAGEix,none,Saskatchewan,eth_bio,Gwa,0.0637146919568164
MESSAGEix,none,Saskatchewan,eth_exp,Gwa,0.010627787531384034
MESSAGEix,none,Saskatchewan,eth_ic_trp,Gwa,0.10222795546303956
MESSAGEix,none,Saskatchewan,eth_imp,Gwa,0.049136714934983214
MESSAGEix,none,Saskatchewan,foil_exp,Gwa,0.026979467902741215
MESSAGEix,none,Saskatchewan,foil_fs,Gwa,0.018415770403902194
MESSAGEix,none,Saskatchewan,foil_i,Gwa,0.004274919871236068
MESSAGEix,none,Saskatchewan,foil_imp,Gwa,0.015211857131878274
MESSAGEix,none,Saskatchewan,foil_ppl,Gwa,0.00142512858447501
MESSAGEix,none,Saskatchewan,foil_rc,Gwa,0.009506426344208686
MESSAGEix,none,Saskatchewan,foil_t_d,Gwa,0.02894949823688683
MESSAGEix,none,Saskatchewan,foil_trp,Gwa,0.0
MESSAGEix,none,Saskatchewan,gas_cc,Gwa,0.44845
MESSAGEix,none,Saskatchewan,gas_ct,Gwa,1.0585
MESSAGEix,none,Saskatchewan,gas_exp,Gwa,7.175702097199387
MESSAGEix,none,Saskatchewan,gas_extr_1,Gwa,7.327583630645764
MESSAGEix,none,Saskatchewan,gas_extr_2,Gwa,12.863541667047674
MESSAGEix,none,Saskatchewan,gas_extr_mpen,Gwa,20.191125297693368
MESSAGEix,none,Saskatchewan,gas_fs,Gwa,0.47040090608941826
MESSAGEix,none,Saskatchewan,gas_i,Gwa,1.6520619248629045
MESSAGEix,none,Saskatchewan,gas_imp,Gwa,2.4021731411064806
MESSAGEix,none,Saskatchewan,gas_ppl,Gwa,0.741780821917808
MESSAGEix,none,Saskatchewan,gas_rc,Gwa,1.4132887165056913
MESSAGEix,none,Saskatchewan,gas_t_d,Gwa,6.310969673234623
MESSAGEix,none,Saskatchewan,gas_trp,Gwa,0.000634195844748858
MESSAGEix,none,Saskatchewan,heat_i,Gwa,0.034775543044349225
MESSAGEix,none,Saskatchewan,heat_rc,Gwa,0.0018038186915772165
MESSAGEix,none,Saskatchewan,heat_t_d,Gwa,0.03657936173592644
MESSAGEix,none,Saskatchewan,hydro_lc,Gwa,0.391022602739726
MESSAGEix,none,Saskatchewan,land_use_biomass,Gwa,0.49844531265750225
MESSAGEix,none,Saskatchewan,landfill_ele,Gwa,0.0013138390950670593
MESSAGEix,none,Saskatchewan,loil_exp,Gwa,0.2612107887978672
MESSAGEix,none,Saskatchewan,loil_fs,Gwa,0.060231352273031016
MESSAGEix,none,Saskatchewan,loil_i,Gwa,0.01582516183508701
MESSAGEix,none,Saskatchewan,loil_imp,Gwa,0.046157810842718326
MESSAGEix,none,Saskatchewan,loil_ppl,Gwa,0.000401353424657569
MESSAGEix,none,Saskatchewan,loil_rc,Gwa,0.03855584163574115
MESSAGEix,none,Saskatchewan,loil_t_d,Gwa,0.36106653780198
MESSAGEix,none,Saskatchewan,loil_trp,Gwa,4.06043889600457
MESSAGEix,none,Saskatchewan,nuc_lc,Gwa,0.0
MESSAGEix,none,Saskatchewan,oil_exp,Gwa,0.6521350908988854
MESSAGEix,none,Saskatchewan,oil_extr_1,Gwa,0.0681709815309982
MESSAGEix,none,Saskatchewan,oil_extr_2,Gwa,0.45018572709149735
MESSAGEix,none,Saskatchewan,oil_extr_3,Gwa,0.1359283563106705
MESSAGEix,none,Saskatchewan,oil_extr_4,Gwa,0.45568620731650417
MESSAGEix,none,Saskatchewan,oil_extr_mpen,Gwa,1.1099712722496722
MESSAGEix,none,Saskatchewan,oil_imp,Gwa,0.218172016220873
MESSAGEix,none,Saskatchewan,ref_hil,Gwa,0.555229268795864
MESSAGEix,none,Saskatchewan,ref_lol,Gwa,3.521444335194885
MESSAGEix,none,Saskatchewan,solar_pv_ppl,Gwa,0.0
MESSAGEix,none,Saskatchewan,solar_rc,Gwa,0.002419545264182901
MESSAGEix,none,Saskatchewan,sp_el_I,Gwa,1.31785896538813
MESSAGEix,none,Saskatchewan,sp_el_RC,Gwa,1.12791730988584
MESSAGEix,none,Saskatchewan,wind_ppl,Gwa,0.078082191780822
MESSAGEix,none,Yukon,bio_ppl,Gwa,0.0
MESSAGEix,none,Yukon,biomass_i,Gwa,0.0
MESSAGEix,none,Yukon,biomass_nc,Gwa,0.0
MESSAGEix,none,Yukon,biomass_rc,Gwa,0.0
MESSAGEix,none,Yukon,biomass_t_d,Gwa,0.0
MESSAGEix,none,Yukon,coal_exp,Gwa,0.0
MESSAGEix,none,Yukon,coal_extr,Gwa,0.0
MESSAGEix,none,Yukon,coal_extr_mpen,Gwa,0.0
MESSAGEix,none,Yukon,coal_fs,Gwa,0.0
MESSAGEix,none,Yukon,coal_i,Gwa,0.0
MESSAGEix,none,Yukon,coal_imp,Gwa,0.0
MESSAGEix,none,Yukon,coal_ppl,Gwa,0.0
MESSAGEix,none,Yukon,coal_rc,Gwa,0.0
MESSAGEix,none,Yukon,coal_t_d,Gwa,0.0
MESSAGEix,none,Yukon,elec_exp,Gwa,0.0
MESSAGEix,none,Yukon,elec_i,Gwa,0.0
MESSAGEix,none,Yukon,elec_imp,Gwa,0.0
MESSAGEix,none,Yukon,elec_t_d,Gwa,0.0
MESSAGEix,none,Yukon,elec_trp,Gwa,0.0
MESSAGEix,none,Yukon,eth_bio,Gwa,0.0018256814744977018
MESSAGEix,none,Yukon,eth_exp,Gwa,0.00030452873921286695
MESSAGEix,none,Yukon,eth_ic_trp,Gwa,0.0029292409447909226
MESSAGEix,none,Yukon,eth_imp,Gwa,0.0014079639627744625
MESSAGEix,none,Yukon,foil_exp,Gwa,0.03492492120009793
MESSAGEix,none,Yukon,foil_fs,Gwa,0.023839214787850997
MESSAGEix,none,Yukon,foil_i,Gwa,0.005533883773315
MESSAGEix,none,Yukon,foil_imp,Gwa,0.0196917490572161
MESSAGEix,none,Yukon,foil_ppl,Gwa,0.00184482895260287
MESSAGEix,none,Yukon,foil_rc,Gwa,0.0
MESSAGEix,none,Yukon,foil_t_d,Gwa,0.03747512546764938
MESSAGEix,none,Yukon,foil_trp,Gwa,0.0
MESSAGEix,none,Yukon,gas_cc,Gwa,0.0
MESSAGEix,none,Yukon,gas_ct,Gwa,0.0
MESSAGEix,none,Yukon,gas_exp,Gwa,0.0
MESSAGEix,none,Yukon,gas_extr_1,Gwa,0.0
MESSAGEix,none,Yukon,gas_extr_2,Gwa,0.0
MESSAGEix,none,Yukon,gas_extr_mpen,Gwa,0.0
MESSAGEix,none,Yukon,gas_fs,Gwa,0.0
MESSAGEix,none,Yukon,gas_i,Gwa,0.0
MESSAGEix,none,Yukon,gas_imp,Gwa,0.0
MESSAGEix,none,Yukon,gas_ppl,Gwa,0.0
MESSAGEix,none,Yukon,gas_rc,Gwa,0.0
MESSAGEix,none,Yukon,gas_t_d,Gwa,0.0
MESSAGEix,none,Yukon,gas_trp,Gwa,0.0
MESSAGEix,none,Yukon,heat_i,Gwa,0.0009964587876324738
MESSAGEix,none,Yukon,heat_rc,Gwa,5.168664035599863e-05
MESSAGEix,none,Yukon,heat_t_d,Gwa,0.0010481454279884722
MESSAGEix,none,Yukon,hydro_lc,Gwa,0.048156278538813
MESSAGEix,none,Yukon,land_use_biomass,Gwa,0.014282457395945422
MESSAGEix,none,Yukon,landfill_ele,Gwa,3.7646759682374006e-05
MESSAGEix,none,Yukon,loil_exp,Gwa,0.33813736609883316
MESSAGEix,none,Yukon,loil_fs,Gwa,0.07796948551743728
MESSAGEix,none,Yukon,loil_i,Gwa,0.020485671995519778
MESSAGEix,none,Yukon,loil_imp,Gwa,0.05975128613589783
MESSAGEix,none,Yukon,loil_ppl,Gwa,0.000519552008219214
MESSAGEix,none,Yukon,loil_rc,Gwa,0.04991053699746605
MESSAGEix,none,Yukon,loil_t_d,Gwa,0.4674006331846549
MESSAGEix,none,Yukon,loil_trp,Gwa,0.131278539863014
MESSAGEix,none,Yukon,nuc_lc,Gwa,0.0
MESSAGEix,none,Yukon,oil_exp,Gwa,0.8441888751685933
MESSAGEix,none,Yukon,oil_extr_1,Gwa,0.08824733559187571
MESSAGEix,none,Yukon,oil_extr_2,Gwa,0.5827654237199337
MESSAGEix,none,Yukon,oil_extr_3,Gwa,0.17595925724416006
MESSAGEix,none,Yukon,oil_extr_4,Gwa,0.5898857953712049
MESSAGEix,none,Yukon,oil_extr_mpen,Gwa,1.4368578119271769
MESSAGEix,none,Yukon,oil_imp,Gwa,0.2824236749979155
MESSAGEix,none,Yukon,ref_hil,Gwa,0.015909545491117578
MESSAGEix,none,Yukon,ref_lol,Gwa,0.10090350418075557
MESSAGEix,none,Yukon,solar_pv_ppl,Gwa,0.0
MESSAGEix,none,Yukon,solar_rc,Gwa,6.932967624674816e-05
MESSAGEix,none,Yukon,sp_el_I,Gwa,0.00443937091324201
MESSAGEix,none,Yukon,sp_el_RC,Gwa,0.0409056319863014
MESSAGEix,none,Yukon,wind_ppl,Gwa,2.94178082191781e-05
