Model,Scenario,Region,Variable,Unit,2015.0
MESSAGEix,none,NewfoundlandandLabrador,eth_ic_trp,Gwa,0.04008402978208083
MESSAGEix,none,NewfoundlandandLabrador,eth_imp,Gwa,0.01926672147482779
MESSAGEix,none,NewfoundlandandLabrador,foil_exp,Gwa,1.6420633271032765
MESSAGEix,none,NewfoundlandandLabrador,foil_fs,Gwa,1.120847206090718
MESSAGEix,none,NewfoundlandandLabrador,foil_i,Gwa,0.2601863451187109
MESSAGEix,none,NewfoundlandandLabrador,foil_imp,Gwa,0.9258460108790287
MESSAGEix,none,NewfoundlandandLabrador,foil_ppl,Gwa,0.0867382334377043
MESSAGEix,none,NewfoundlandandLabrador,foil_rc,Gwa,0.11195125702368652
MESSAGEix,none,NewfoundlandandLabrador,foil_t_d,Gwa,1.7619661575313315
MESSAGEix,none,NewfoundlandandLabrador,foil_trp,Gwa,0.0256849317123288
MESSAGEix,none,NewfoundlandandLabrador,gas_cc,Gwa,0.0
MESSAGEix,none,NewfoundlandandLabrador,gas_ct,Gwa,0.043
MESSAGEix,none,NewfoundlandandLabrador,gas_exp,Gwa,1.0181590233329962
MESSAGEix,none,NewfoundlandandLabrador,gas_extr_1,Gwa,1.039709465597933
MESSAGEix,none,NewfoundlandandLabrador,gas_extr_2,Gwa,1.8252055120064499
MESSAGEix,none,NewfoundlandandLabrador,gas_extr_mpen,Gwa,2.864914977604373
MESSAGEix,none,NewfoundlandandLabrador,gas_fs,Gwa,0.066745096247221
MESSAGEix,none,NewfoundlandandLabrador,gas_i,Gwa,0.23441075634404313
MESSAGEix,none,NewfoundlandandLabrador,gas_imp,Gwa,0.34084389598340525
MESSAGEix,none,NewfoundlandandLabrador,gas_ppl,Gwa,0.105251141552511
MESSAGEix,none,NewfoundlandandLabrador,gas_rc,Gwa,0.037274461933072225
MESSAGEix,none,NewfoundlandandLabrador,gas_t_d,Gwa,0.8954623020502156
MESSAGEix,none,NewfoundlandandLabrador,gas_trp,Gwa,0.0
MESSAGEix,none,NewfoundlandandLabrador,heat_i,Gwa,0.013635642978125563
MESSAGEix,none,NewfoundlandandLabrador,heat_rc,Gwa,0.0007072852218080091
MESSAGEix,none,NewfoundlandandLabrador,heat_t_d,Gwa,0.014342928199933571
MESSAGEix,none,NewfoundlandandLabrador,hydro_lc,Gwa,4.53044634703196
MESSAGEix,none,NewfoundlandandLabrador,land_use_biomass,Gwa,0.1954425936311086
MESSAGEix,none,NewfoundlandandLabrador,landfill_ele,Gwa,0.0005151620726149682
MESSAGEix,none,NewfoundlandandLabrador,loil_exp,Gwa,15.898188150890745
MESSAGEix,none,NewfoundlandandLabrador,loil_fs,Gwa,3.665887521055741
MESSAGEix,none,NewfoundlandandLabrador,loil_i,Gwa,0.9631738471843818
MESSAGEix,none,NewfoundlandandLabrador,loil_imp,Gwa,2.809323323848684
MESSAGEix,none,NewfoundlandandLabrador,loil_ppl,Gwa,0.0244277515855137
MESSAGEix,none,NewfoundlandandLabrador,loil_rc,Gwa,2.3466412986306366
MESSAGEix,none,NewfoundlandandLabrador,loil_t_d,Gwa,21.975752913516157
MESSAGEix,none,NewfoundlandandLabrador,loil_trp,Gwa,1.54046170689498
MESSAGEix,none,NewfoundlandandLabrador,nuc_lc,Gwa,0.0
MESSAGEix,none,NewfoundlandandLabrador,oil_exp,Gwa,39.69118742232198
MESSAGEix,none,NewfoundlandandLabrador,oil_extr_1,Gwa,4.149120699793834
MESSAGEix,none,NewfoundlandandLabrador,oil_extr_2,Gwa,27.3998536778838
MESSAGEix,none,NewfoundlandandLabrador,oil_extr_3,Gwa,8.273067868343727
MESSAGEix,none,NewfoundlandandLabrador,oil_extr_4,Gwa,27.734631846656463
MESSAGEix,none,NewfoundlandandLabrador,oil_extr_mpen,Gwa,67.55667409267795
MESSAGEix,none,NewfoundlandandLabrador,oil_imp,Gwa,13.27870023708203
MESSAGEix,none,NewfoundlandandLabrador,ref_hil,Gwa,0.21770783192805757
MESSAGEix,none,NewfoundlandandLabrador,ref_lol,Gwa,1.3807737714066444
MESSAGEix,none,NewfoundlandandLabrador,solar_pv_ppl,Gwa,0.0
MESSAGEix,none,NewfoundlandandLabrador,solar_rc,Gwa,0.0009487143119443969
MESSAGEix,none,NewfoundlandandLabrador,sp_el_I,Gwa,0.377663625547945
MESSAGEix,none,NewfoundlandandLabrador,sp_el_RC,Gwa,0.783866064109589
MESSAGEix,none,NewfoundlandandLabrador,wind_ppl,Gwa,0.021575342465754
MESSAGEix,none,NorthwestTerritories,bio_ppl,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,biomass_i,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,biomass_nc,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,biomass_rc,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,biomass_t_d,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,coal_exp,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,coal_extr,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,coal_extr_mpen,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,coal_fs,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,coal_i,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,coal_imp,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,coal_ppl,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,coal_rc,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,coal_t_d,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,elec_exp,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,elec_i,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,elec_imp,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,elec_t_d,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,elec_trp,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,eth_bio,Gwa,0.0036218064618615655
MESSAGEix,none,NorthwestTerritories,eth_exp,Gwa,0.000604127374303981
MESSAGEix,none,NorthwestTerritories,eth_ic_trp,Gwa,0.005811059557972524
MESSAGEix,none,NorthwestTerritories,eth_imp,Gwa,0.0027931339884180793
MESSAGEix,none,NorthwestTerritories,foil_exp,Gwa,0.5866186175294343
MESSAGEix,none,NorthwestTerritories,foil_fs,Gwa,0.4004168582575697
MESSAGEix,none,NorthwestTerritories,foil_i,Gwa,0.09295022399825809
MESSAGEix,none,NorthwestTerritories,foil_imp,Gwa,0.3307536913969691
MESSAGEix,none,NorthwestTerritories,foil_ppl,Gwa,0.030986784581525
MESSAGEix,none,NorthwestTerritories,foil_rc,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,foil_t_d,Gwa,0.6294532825893088
MESSAGEix,none,NorthwestTerritories,foil_trp,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,gas_cc,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,gas_ct,Gwa,0.0195
MESSAGEix,none,NorthwestTerritories,gas_exp,Gwa,0.09386421287634189
MESSAGEix,none,NorthwestTerritories,gas_extr_1,Gwa,0.0958509509535762
MESSAGEix,none,NorthwestTerritories,gas_extr_2,Gwa,0.16826593370573517
MESSAGEix,none,NorthwestTerritories,gas_extr_mpen,Gwa,0.26411688465931044
MESSAGEix,none,NorthwestTerritories,gas_fs,Gwa,0.006153239110028567
MESSAGEix,none,NorthwestTerritories,gas_i,Gwa,0.021610358136349202
MESSAGEix,none,NorthwestTerritories,gas_imp,Gwa,0.031422443132171234
MESSAGEix,none,NorthwestTerritories,gas_ppl,Gwa,0.009703116438356
MESSAGEix,none,NorthwestTerritories,gas_rc,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,gas_t_d,Gwa,0.082552786172078
MESSAGEix,none,NorthwestTerritories,gas_trp,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,heat_i,Gwa,0.001976785614817596
MESSAGEix,none,NorthwestTerritories,heat_rc,Gwa,0.00010253651069378053
MESSAGEix,none,NorthwestTerritories,heat_t_d,Gwa,0.0020793221255113762
MESSAGEix,none,NorthwestTerritories,hydro_lc,Gwa,0.025982237442922
MESSAGEix,none,NorthwestTerritories,land_use_biomass,Gwa,0.028333691944882992
MESSAGEix,none,NorthwestTerritories,landfill_ele,Gwa,7.468404504859496e-05
MESSAGEix,none,NorthwestTerritories,loil_exp,Gwa,5.679545362449831
MESSAGEix,none,NorthwestTerritories,loil_fs,Gwa,1.3096193271752354
MESSAGEix,none,NorthwestTerritories,loil_i,Gwa,0.34408886755454093
MESSAGEix,none,NorthwestTerritories,loil_imp,Gwa,1.0036162048247599
MESSAGEix,none,NorthwestTerritories,loil_ppl,Gwa,0.00872668771534243
MESSAGEix,none,NorthwestTerritories,loil_rc,Gwa,0.8383254480620892
MESSAGEix,none,NorthwestTerritories,loil_t_d,Gwa,7.850723891408409
MESSAGEix,none,NorthwestTerritories,loil_trp,Gwa,0.138254694155251
MESSAGEix,none,NorthwestTerritories,nuc_lc,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,oil_exp,Gwa,14.179471101676814
MESSAGEix,none,NorthwestTerritories,oil_extr_1,Gwa,1.482251877075589
MESSAGEix,none,NorthwestTerritories,oil_extr_2,Gwa,9.788455792008602
MESSAGEix,none,NorthwestTerritories,oil_extr_3,Gwa,2.955510640516087
MESSAGEix,none,NorthwestTerritories,oil_extr_4,Gwa,9.908053558612949
MESSAGEix,none,NorthwestTerritories,oil_extr_mpen,Gwa,24.134271868213272
MESSAGEix,none,NorthwestTerritories,oil_imp,Gwa,4.7437468744924445
MESSAGEix,none,NorthwestTerritories,ref_hil,Gwa,0.0315615267339356
MESSAGEix,none,NorthwestTerritories,ref_lol,Gwa,0.20017345225397698
MESSAGEix,none,NorthwestTerritories,solar_pv_ppl,Gwa,0.0
MESSAGEix,none,NorthwestTerritories,solar_rc,Gwa,0.00013753695424790756
MESSAGEix,none,NorthwestTerritories,sp_el_I,Gwa,0.000951293767123288
MESSAGEix,none,NorthwestTerritories,sp_el_RC,Gwa,0.0342465756164384
MESSAGEix,none,NorthwestTerritories,wind_ppl,Gwa,0.000600194063927
MESSAGEix,none,NovaScotia,bio_ppl,Gwa,0.0329908675799087
MESSAGEix,none,NovaScotia,biomass_i,Gwa,0.11795092629118782
MESSAGEix,none,NovaScotia,biomass_nc,Gwa,0.09204016015965646
MESSAGEix,none,NovaScotia,biomass_rc,Gwa,0.34856896595431847
MESSAGEix,none,NovaScotia,biomass_t_d,Gwa,0.26553483205633954
MESSAGEix,none,NovaScotia,coal_exp,Gwa,2.1462092355420035
MESSAGEix,none,NovaScotia,coal_extr,Gwa,3.8418088582931054
MESSAGEix,none,NovaScotia,coal_extr_mpen,Gwa,3.8418088582931054
MESSAGEix,none,NovaScotia,coal_fs,Gwa,0.0067096265849194954
MESSAGEix,none,NovaScotia,coal_i,Gwa,0.12121096468654127
MESSAGEix,none,NovaScotia,coal_imp,Gwa,0.6018194098984979
MESSAGEix,none,NovaScotia,coal_ppl,Gwa,0.631038812785388
MESSAGEix,none,NovaScotia,coal_rc,Gwa,0.04236133908152838
MESSAGEix,none,NovaScotia,coal_t_d,Gwa,0.175229326927431
MESSAGEix,none,NovaScotia,elec_exp,Gwa,0.0
MESSAGEix,none,NovaScotia,elec_i,Gwa,0.0
MESSAGEix,none,NovaScotia,elec_imp,Gwa,0.0
MESSAGEix,none,NovaScotia,elec_t_d,Gwa,0.0
MESSAGEix,none,NovaScotia,elec_trp,Gwa,0.0
MESSAGEix,none,NovaScotia,eth_bio,Gwa,0.02912374984785066
MESSAGEix,none,NovaScotia,eth_exp,Gwa,0.004857922340893015
MESSAGEix,none,NovaScotia,eth_ic_trp,Gwa,0.04672802003626835
MESSAGEix,none,NovaScotia,eth_imp,Gwa,0.022460210512851752
MESSAGEix,none,NovaScotia,foil_exp,Gwa,0.3808141777171204
MESSAGEix,none,NovaScotia,foil_fs,Gwa,0.25993790865967187
MESSAGEix,none,NovaScotia,foil_i,Gwa,0.06034033367299788
MESSAGEix,none,NovaScotia,foil_imp,Gwa,0.21471479297180499
MESSAGEix,none,NovaScotia,foil_ppl,Gwa,0.0201156365275415
MESSAGEix,none,NovaScotia,foil_rc,Gwa,0.4467301106140423
MESSAGEix,none,NovaScotia,foil_t_d,Gwa,0.40862108200744635
MESSAGEix,none,NovaScotia,foil_trp,Gwa,0.0193746830570776
MESSAGEix,none,NovaScotia,gas_cc,Gwa,0.0
MESSAGEix,none,NovaScotia,gas_ct,Gwa,0.098
MESSAGEix,none,NovaScotia,gas_exp,Gwa,1.2555822229171578
MESSAGEix,none,NovaScotia,gas_extr_1,Gwa,1.282157985233029
MESSAGEix,none,NovaScotia,gas_extr_2,Gwa,2.2508228494049223
MESSAGEix,none,NovaScotia,gas_extr_mpen,Gwa,3.532980834637939
MESSAGEix,none,NovaScotia,gas_fs,Gwa,0.08230929981897012
MESSAGEix,none,NovaScotia,gas_i,Gwa,0.28907270061082174
MESSAGEix,none,NovaScotia,gas_imp,Gwa,0.4203248478667382
MESSAGEix,none,NovaScotia,gas_ppl,Gwa,0.129794520547945
MESSAGEix,none,NovaScotia,gas_rc,Gwa,0.07326221966991248
MESSAGEix,none,NovaScotia,gas_t_d,Gwa,1.104274010228956
MESSAGEix,none,NovaScotia,gas_trp,Gwa,0.00634195844748858
MESSAGEix,none,NovaScotia,heat_i,Gwa,0.01589577200080048
MESSAGEix,none,NovaScotia,heat_rc,Gwa,0.0008245188469243142
MESSAGEix,none,NovaScotia,heat_t_d,Gwa,0.016720290847724795
MESSAGEix,none,NovaScotia,hydro_lc,Gwa,0.115935662100457
MESSAGEix,none,NovaScotia,land_use_biomass,Gwa,0.22783750737600128
MESSAGEix,none,NovaScotia,landfill_ele,Gwa,0.0006005509870626616
MESSAGEix,none,NovaScotia,loil_exp,Gwa,3.6869804884770603
MESSAGEix,none,NovaScotia,loil_fs,Gwa,0.8501632786580637
MESSAGEix,none,NovaScotia,loil_i,Gwa,0.2233715658586689
MESSAGEix,none,NovaScotia,loil_imp,Gwa,0.6515157691270174
MESSAGEix,none,NovaScotia,loil_ppl,Gwa,0.00566508853828777
MESSAGEix,none,NovaScotia,loil_rc,Gwa,0.5442142588443873
MESSAGEix,none,NovaScotia,loil_t_d,Gwa,5.096440641079427
MESSAGEix,none,NovaScotia,loil_trp,Gwa,2.03418317203196
MESSAGEix,none,NovaScotia,nuc_lc,Gwa,0.0
MESSAGEix,none,NovaScotia,oil_exp,Gwa,9.204862352971242
MESSAGEix,none,NovaScotia,oil_extr_1,Gwa,0.9622308478981676
MESSAGEix,none,NovaScotia,oil_extr_2,Gwa,6.354354655931292
MESSAGEix,none,NovaScotia,oil_extr_3,Gwa,1.9186236520116238
MESSAGEix,none,NovaScotia,oil_extr_4,Gwa,6.431993728039251
MESSAGEix,none,NovaScotia,oil_extr_mpen,Gwa,15.667202883880362
MESSAGEix,none,NovaScotia,oil_imp,Gwa,3.079489827506808
MESSAGEix,none,NovaScotia,ref_hil,Gwa,0.2537932435359726
MESSAGEix,none,NovaScotia,ref_lol,Gwa,1.609639170677567
MESSAGEix,none,NovaScotia,solar_pv_ppl,Gwa,0.0
MESSAGEix,none,NovaScotia,solar_rc,Gwa,0.0011059651840955947
MESSAGEix,none,NovaScotia,sp_el_I,Gwa,0.258117708812785
MESSAGEix,none,NovaScotia,sp_el_RC,Gwa,0.882800615890411
MESSAGEix,none,NovaScotia,wind_ppl,Gwa,0.093415867579909
MESSAGEix,none,Nunavut,bio_ppl,Gwa,0.0
MESSAGEix,none,Nunavut,biomass_i,Gwa,0.0
MESSAGEix,none,Nunavut,biomass_nc,Gwa,0.0
MESSAGEix,none,Nunavut,biomass_rc,Gwa,0.0
MESSAGEix,none,Nunavut,biomass_t_d,Gwa,0.0
MESSAGEix,none,Nunavut,coal_exp,Gwa,0.0
MESSAGEix,none,Nunavut,coal_extr,Gwa,0.0
MESSAGEix,none,Nunavut,coal_extr_mpen,Gwa,0.0
MESSAGEix,none,Nunavut,coal_fs,Gwa,0.0
MESSAGEix,none,Nunavut,coal_i,Gwa,0.0
MESSAGEix,none,Nunavut,coal_imp,Gwa,0.0
MESSAGEix,none,Nunavut,coal_ppl,Gwa,0.0
MESSAGEix,none,Nunavut,coal_rc,Gwa,0.0
MESSAGEix,none,Nunavut,coal_t_d,Gwa,0.0
MESSAGEix,none,Nunavut,elec_exp,Gwa,0.0
MESSAGEix,none,Nunavut,elec_i,Gwa,0.0
MESSAGEix,none,Nunavut,elec_imp,Gwa,0.0
MESSAGEix,none,Nunavut,elec_t_d,Gwa,0.0
MESSAGEix,none,Nunavut,elec_trp,Gwa,0.0
MESSAGEix,none,Nunavut,eth_bio,Gwa,0.0017976407046527807
MESSAGEix,none,Nunavut,eth_exp,Gwa,0.00029985146094351194
MESSAGEix,none,Nunavut,eth_ic_trp,Gwa,0.0028842505276231085
MESSAGEix,none,Nunavut,eth_imp,Gwa,0.001386338945496482
MESSAGEix,none,Nunavut,foil_exp,Gwa,0.26324035454376343
MESSAGEix,none,Nunavut,foil_fs,Gwa,0.17968382281650583
MESSAGEix,none,Nunavut,foil_i,Gwa,0.04171066036613807
MESSAGEix,none,Nunavut,foil_imp,Gwa,0.1484230407767921
MESSAGEix,none,Nunavut,foil_ppl,Gwa,0.0139050686692578
MESSAGEix,none,Nunavut,foil_rc,Gwa,0.0
MESSAGEix,none,Nunavut,foil_t_d,Gwa,0.28246206364091614
MESSAGEix,none,Nunavut,foil_trp,Gwa,0.0
MESSAGEix,none,Nunavut,gas_cc,Gwa,0.0
MESSAGEix,none,Nunavut,gas_ct,Gwa,0.0
MESSAGEix,none,Nunavut,gas_exp,Gwa,0.0
MESSAGEix,none,Nunavut,gas_extr_1,Gwa,0.0
MESSAGEix,none,Nunavut,gas_extr_2,Gwa,0.0
MESSAGEix,none,Nunavut,gas_extr_mpen,Gwa,0.0
MESSAGEix,none,Nunavut,gas_fs,Gwa,0.0
MESSAGEix,none,Nunavut,gas_i,Gwa,0.0
MESSAGEix,none,Nunavut,gas_imp,Gwa,0.0
MESSAGEix,none,Nunavut,gas_ppl,Gwa,0.0
MESSAGEix,none,Nunavut,gas_rc,Gwa,0.0
MESSAGEix,none,Nunavut,gas_t_d,Gwa,0.0
MESSAGEix,none,Nunavut,gas_trp,Gwa,0.0
MESSAGEix,none,Nunavut,heat_i,Gwa,0.0009811541072080644
MESSAGEix,none,Nunavut,heat_rc,Gwa,5.089278162076743e-05
MESSAGEix,none,Nunavut,heat_t_d,Gwa,0.001032046888828832
MESSAGEix,none,Nunavut,hydro_lc,Gwa,0.0
MESSAGEix,none,Nunavut,land_use_biomass,Gwa,0.014063092130835425
MESSAGEix,none,Nunavut,landfill_ele,Gwa,3.706854045935705e-05
MESSAGEix,none,Nunavut,loil_exp,Gwa,2.5486499919748415
MESSAGEix,none,Nunavut,loil_fs,Gwa,0.5876810685874233
MESSAGEix,none,Nunavut,loil_i,Gwa,0.15440709309754358
MESSAGEix,none,Nunavut,loil_imp,Gwa,0.4503646452555364
MESSAGEix,none,Nunavut,loil_ppl,Gwa,0.00391603044897256
MESSAGEix,none,Nunavut,loil_rc,Gwa,0.37619175657999193
MESSAGEix,none,Nunavut,loil_t_d,Gwa,3.522948775992188
MESSAGEix,none,Nunavut,loil_trp,Gwa,0.0535895488812785
MESSAGEix,none,Nunavut,nuc_lc,Gwa,0.0
MESSAGEix,none,Nunavut,oil_exp,Gwa,6.362922840342965
MESSAGEix,none,Nunavut,oil_extr_1,Gwa,0.665148527484228
MESSAGEix,none,Nunavut,oil_extr_2,Gwa,4.39249027583924
MESSAGEix,none,Nunavut,oil_extr_3,Gwa,1.3262614680453477
MESSAGEix,none,Nunavut,oil_extr_4,Gwa,4.44615880517464
MESSAGEix,none,Nunavut,oil_extr_mpen,Gwa,10.830059076543474
MESSAGEix,none,Nunavut,oil_imp,Gwa,2.128717998017857
MESSAGEix,none,Nunavut,ref_hil,Gwa,0.01566518966580776
MESSAGEix,none,Nunavut,ref_lol,Gwa,0.0993537201813002
MESSAGEix,none,Nunavut,solar_pv_ppl,Gwa,0.0
MESSAGEix,none,Nunavut,solar_rc,Gwa,6.826483688554862e-05
MESSAGEix,none,Nunavut,sp_el_I,Gwa,0.00634195844748858
MESSAGEix,none,Nunavut,sp_el_RC,Gwa,0.0114155252054795
MESSAGEix,none,Nunavut,wind_ppl,Gwa,0.0
MESSAGEix,none,Ontario,bio_ppl,Gwa,0.0933219178082192
MESSAGEix,none,Ontario,biomass_i,Gwa,0.33365011156763325
MESSAGEix,none,Ontario,biomass_nc,Gwa,0.26035581636857835
MESSAGEix,none,Ontario,biomass_rc,Gwa,1.2770299389053668
MESSAGEix,none,Ontario,biomass_t_d,Gwa,0.7511236166299566
MESSAGEix,none,Ontario,coal_exp,Gwa,0.0
MESSAGEix,none,Ontario,coal_extr,Gwa,0.0
MESSAGEix,none,Ontario,coal_extr_mpen,Gwa,0.0
MESSAGEix,none,Ontario,coal_fs,Gwa,0.0
MESSAGEix,none,Ontario,coal_i,Gwa,0.0
MESSAGEix,none,Ontario,coal_imp,Gwa,0.0
MESSAGEix,none,Ontario,coal_ppl,Gwa,0.0
MESSAGEix,none,Ontario,coal_rc,Gwa,0.5038405962430603
MESSAGEix,none,Ontario,coal_t_d,Gwa,0.0
MESSAGEix,none,Ontario,elec_exp,Gwa,2.24212328767123
MESSAGEix,none,Ontario,elec_i,Gwa,0.3161595209914358
MESSAGEix,none,Ontario,elec_imp,Gwa,0.0571917808219178
MESSAGEix,none,Ontario,elec_t_d,Gwa,19.102074454174847
MESSAGEix,none,Ontario,elec_trp,Gwa,0.0485159821232877
MESSAGEix,none,Ontario,eth_bio,Gwa,0.5494065928647616
MESSAGEix,none,Ontario,eth_exp,Gwa,0.09164254519610252
MESSAGEix,none,Ontario,eth_ic_trp,Gwa,0.8815033233550849
MESSAGEix,none,Ontario,eth_imp,Gwa,0.4237018858271048
MESSAGEix,none,Ontario,foil_exp,Gwa,0.39937065574061414
MESSAGEix,none,Ontario,foil_fs,Gwa,0.27260427554346794
MESSAGEix,none,Ontario,foil_i,Gwa,0.06328062356043222
MESSAGEix,none,Ontario,foil_imp,Gwa,0.22517750830710437
MESSAGEix,none,Ontario,foil_ppl,Gwa,0.0210958399679428
MESSAGEix,none,Ontario,foil_rc,Gwa,0.5070094050244632
MESSAGEix,none,Ontario,foil_t_d,Gwa,0.42853254689476467
MESSAGEix,none,Ontario,foil_trp,Gwa,0.498129126257991
MESSAGEix,none,Ontario,gas_cc,Gwa,2.390469
MESSAGEix,none,Ontario,gas_ct,Gwa,5.12991
MESSAGEix,none,Ontario,gas_exp,Gwa,21.426615542006697
MESSAGEix,none,Ontario,gas_extr_1,Gwa,21.880133146417297
MESSAGEix,none,Ontario,gas_extr_2,Gwa,38.41047998856967
MESSAGEix,none,Ontario,gas_extr_mpen,Gwa,60.29061313498676
MESSAGEix,none,Ontario,gas_fs,Gwa,1.4046150786169547
MESSAGEix,none,Ontario,gas_i,Gwa,4.933049788875792
MESSAGEix,none,Ontario,gas_imp,Gwa,7.172878648336256
MESSAGEix,none,Ontario,gas_ppl,Gwa,2.21495433789954
MESSAGEix,none,Ontario,gas_rc,Gwa,15.140568357543033
MESSAGEix,none,Ontario,gas_t_d,Gwa,18.844528250195633
MESSAGEix,none,Ontario,gas_trp,Gwa,0.0190258753424658
MESSAGEix,none,Ontario,heat_i,Gwa,0.2998666717555048
MESSAGEix,none,Ontario,heat_rc,Gwa,0.015554181477592268
MESSAGEix,none,Ontario,heat_t_d,Gwa,0.31542085323309704
MESSAGEix,none,Ontario,hydro_lc,Gwa,4.03641552511416
MESSAGEix,none,Ontario,land_use_biomass,Gwa,4.298053283254897
MESSAGEix,none,Ontario,landfill_ele,Gwa,0.011329127374303983
MESSAGEix,none,Ontario,loil_exp,Gwa,3.866641269012139
MESSAGEix,none,Ontario,loil_fs,Gwa,0.8915904027514326
MESSAGEix,none,Ontario,loil_i,Gwa,0.23425611216883602
MESSAGEix,none,Ontario,loil_imp,Gwa,0.6832631114246224
MESSAGEix,none,Ontario,loil_ppl,Gwa,0.0059411394237671
MESSAGEix,none,Ontario,loil_rc,Gwa,0.5707329667214361
MESSAGEix,none,Ontario,loil_t_d,Gwa,5.344782205779498
MESSAGEix,none,Ontario,loil_trp,Gwa,23.4703198224657
MESSAGEix,none,Ontario,nuc_lc,Gwa,10.4343607305936
MESSAGEix,none,Ontario,oil_exp,Gwa,9.653400868491216
MESSAGEix,none,Ontario,oil_extr_1,Gwa,1.009118848995159
MESSAGEix,none,Ontario,oil_extr_2,Gwa,6.6639923990246315
MESSAGEix,none,Ontario,oil_extr_3,Gwa,2.0121151754820445
MESSAGEix,none,Ontario,oil_extr_4,Gwa,6.745414701431348
MESSAGEix,none,Ontario,oil_extr_mpen,Gwa,16.430641124933214
MESSAGEix,none,Ontario,oil_imp,Gwa,3.2295485402634307
MESSAGEix,none,Ontario,ref_hil,Gwa,4.787696706352728
MESSAGEix,none,Ontario,ref_lol,Gwa,30.36512733159901
MESSAGEix,none,Ontario,solar_pv_ppl,Gwa,0.342579908675799
MESSAGEix,none,Ontario,solar_rc,Gwa,0.020863541501193475
MESSAGEix,none,Ontario,sp_el_I,Gwa,4.95180115579909
MESSAGEix,none,Ontario,sp_el_RC,Gwa,10.8453831410502
MESSAGEix,none,Ontario,wind_ppl,Gwa,1.16438356164384
MESSAGEix,none,PrinceEdwardIsland,bio_ppl,Gwa,0.00045662100456621
MESSAGEix,none,PrinceEdwardIsland,biomass_i,Gwa,0.0016325387721963698
MESSAGEix,none,PrinceEdwardIsland,biomass_nc,Gwa,0.0012739122513447253
MESSAGEix,none,PrinceEdwardIsland,biomass_rc,Gwa,0.05703855806525211
MESSAGEix,none,PrinceEdwardIsland,biomass_t_d,Gwa,0.003675222589015077
MESSAGEix,none,PrinceEdwardIsland,coal_exp,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,coal_extr,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,coal_extr_mpen,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,coal_fs,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,coal_i,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,coal_imp,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,coal_ppl,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,coal_rc,Gwa,0.0066932594058636274
MESSAGEix,none,PrinceEdwardIsland,coal_t_d,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,elec_exp,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,elec_i,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,elec_imp,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,elec_t_d,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,elec_trp,Gwa,0.0
MESSAGEix,none,PrinceEdwardIsland,eth_bio,Gwa,0.004372844378518779
MESSAGEix,none,PrinceEdwardIsland,eth_exp,Gwa,0.0007294025841669748
MESSAGEix,none,PrinceEdwardIsland,eth_ic_trp,Gwa,0.007016073163737494
MESSAGEix,none,PrinceEdwardIsland,eth_imp,Gwa,0.0033723337755120998
MESSAGEix,none,PrinceEdwardIsland,foil_exp,Gwa,0.0016862167439277887
MESSAGEix,none,PrinceEdwardIsland,foil_fs,Gwa,0.0011509856502482986
MESSAGEix,none,PrinceEdwardIsland,foil_i,Gwa,0.0002671824919532783
MESSAGEix,none,PrinceEdwardIsland,foil_imp,Gwa,0.000950741070746036
MESSAGEix,none,PrinceEdwardIsland,foil_ppl,Gwa,8.90705365300295e-05
MESSAGEix,none,PrinceEdwardIsland,foil_rc,Gwa,0.06906244914121859
