,node_loc,technology,year_vtg,value,unit
205,PrinceEdwardIsland,elec_t_d,2015,0.0,GW
206,PrinceEdwardIsland,foil_ppl,2015,0.111293591345,GW
207,PrinceEdwardIsland,foil_t_d,2015,0.0872400901197588,GW
208,PrinceEdwardIsland,gas_cc,2015,0.0,GW
209,PrinceEdwardIsland,gas_ct,2015,0.0,GW
210,PrinceEdwardIsland,gas_exp,2015,0.0,GW
211,PrinceEdwardIsland,gas_ppl,2015,0.0,GW
212,PrinceEdwardIsland,gas_t_d,2015,0.0,GW
213,PrinceEdwardIsland,heat_t_d,2015,0.0,GW
214,PrinceEdwardIsland,hydro_lc,2015,0.0,GW
215,PrinceEdwardIsland,loil_ppl,2015,0.049156408655,GW
216,PrinceEdwardIsland,loil_t_d,2015,0.7617303955175133,GW
217,PrinceEdwardIsland,nuc_lc,2015,0.0,GW
218,PrinceEdwardIsland,solar_pv_ppl,2015,0.0,GW
219,PrinceEdwardIsland,wind_ppl,2015,0.20328,GW
220,Quebec,bio_ppl,2015,0.245,GW
221,Quebec,biomass_t_d,2015,0.32269621561610196,GW
222,Quebec,coal_ppl,2015,0.0,GW
223,Quebec,coal_t_d,2015,0.0,GW
224,Quebec,elec_exp,2015,2.65559360730594,GW
225,Quebec,elec_t_d,2015,10.409332134198376,GW
226,Quebec,foil_ppl,2015,0.408633720992,GW
227,Quebec,foil_t_d,2015,0.3203171199211737,GW
228,Quebec,gas_cc,2015,0.2,GW
229,Quebec,gas_ct,2015,0.36,GW
230,Quebec,gas_exp,2015,0.6232139640204178,GW
231,Quebec,gas_ppl,2015,0.59113,GW
232,Quebec,gas_t_d,2015,0.5564239355017814,GW
233,Quebec,heat_t_d,2015,0.24364998246081793,GW
234,Quebec,hydro_lc,2015,40.212,GW
235,Quebec,loil_ppl,2015,0.180486279008,GW
236,Quebec,loil_t_d,2015,2.796825245293097,GW
237,Quebec,nuc_lc,2015,0.0,GW
238,Quebec,solar_pv_ppl,2015,0.000297,GW
239,Quebec,wind_ppl,2015,3.262,GW
240,Saskatchewan,bio_ppl,2015,0.002,GW
241,Saskatchewan,biomass_t_d,2015,0.0026342548213559346,GW
242,Saskatchewan,coal_ppl,2015,1.535,GW
243,Saskatchewan,coal_t_d,2015,0.09175384579666565,GW
244,Saskatchewan,elec_exp,2015,0.00205479452054794,GW
245,Saskatchewan,elec_t_d,2015,0.23014326139536473,GW
246,Saskatchewan,foil_ppl,2015,0.0117605661655,GW
247,Saskatchewan,foil_t_d,2015,0.00921879543770963,GW
248,Saskatchewan,gas_cc,2015,0.44845,GW
